candidate_id,chart_path,chart_path,review_category,symbol,timeframe,swing_degree,direction,trend_context_label,context_score,visual_review_status,visual_quality_score,visual_quality_raw,ema_context_usefulness,ewo_context_usefulness,htf_ltf_context_usefulness,inferred_wave_role_from_ewo,likely_problem_if_any,should_user_review,user_review_priority,suggested_action,visual_notes,ewo_rule_assessment,review_trigger,candidate_order
near_miss_metals_xagusd_h1_minor_impulse_002,charts\impulses\041_near_miss_metals_xagusd_h1_minor_impulse_002.png,charts\impulses\041_near_miss_metals_xagusd_h1_minor_impulse_002.png,near_miss,XAGUSD.r,H1,minor,bullish,impulse_with_htf,45,visually_forced,2,4,partially_useful,useful_for_momentum_only,partially_useful,positive EWO confirms early rally strength but not a coherent five-wave completion,wave 5 is a lower high after a collapse; the count resembles a failed rebound,yes,high,use_as_negative_example,The huge 2-3 leg is visually obvious but the post-3 collapse makes the 4-5 section poor for a bullish impulse.,too_noisy,low_visual_quality,41
near_miss_index_aus200_h1_major_impulse_006,charts\impulses\045_near_miss_index_aus200_h1_major_impulse_006.png,charts\impulses\045_near_miss_index_aus200_h1_major_impulse_006.png,near_miss,AUS200,H1,major,bearish,impulse_with_htf,45,likely_false_candidate,2,4,partially_useful,useful_for_wave_role,useful,negative EWO confirms wave 3 selloff but rejects the final bearish continuation,wave 5 is a higher low and the structure reverses before confirming continuation,yes,high,use_as_negative_example,Bearish trend context is strong but this candidate is visually a failed fifth rather than a clean impulse.,not_supported,low_visual_quality,45
impulse_index_aus200_h1_minor_impulse_006,charts\impulses\003_impulse_index_aus200_h1_minor_impulse_006.png,charts\impulses\003_impulse_index_aus200_h1_minor_impulse_006.png,impulse,AUS200,H1,minor,bearish,correction_against_htf,60,visually_defensible,4,78,useful,useful_for_wave_role,conflict_explains_case,bearish wave 3 momentum confirmation,HTF bullish conflict makes it a countertrend impulse,yes,medium,possible_rule_candidate,The bearish 1-2-3-4-5 is visually coherent: wave 3 is the sharp break under both EMAs and wave 5 extends lower. Context says correction against HTF rather than clean trend continuation.,usable_soft_rule,context_contradiction_but_visual_good,3
impulse_forex_audjpy_h1_minor_impulse_015,charts\impulses\004_impulse_forex_audjpy_h1_minor_impulse_015.png,charts\impulses\004_impulse_forex_audjpy_h1_minor_impulse_015.png,impulse,AUDJPY.r,H1,minor,bullish,impulse_with_htf,65,visually_defensible,5,88,useful,useful_for_wave_role,useful,bullish impulse with EWO crest near 3-5 zone,minor ambiguity between wave 3 and extended wave 5,yes,medium,keep_as_good_example,"Best AUDJPY minor example in this block: 0-1-2 launches from basing area, wave 3 breaks trend cleanly and 4 is shallow. EMAs and HTF support the bullish reading.",usable_soft_rule,top_positive_methodology_example,4
impulse_metals_xauusd_h1_intermediate_impulse_013,charts\impulses\006_impulse_metals_xauusd_h1_intermediate_impulse_013.png,charts\impulses\006_impulse_metals_xauusd_h1_intermediate_impulse_013.png,impulse,XAUUSD.r,H1,intermediate,bearish,correction_against_htf,60,plausible_but_needs_review,4,61,useful,useful_for_wave_role,conflict_explains_case,bearish impulse after failed rebound,wave 4 to 5 spans too much later chop,yes,medium,inspect_manually_before_phase_2_5,"Bearish direction is supported by EMAs and later price action, but the fifth is selected far after the first decline and feels stitched across congestion. Useful as a counter-HTF case, not a clean template.",promising_but_needs_review,context_contradiction_but_visual_good,6
impulse_index_aus200_h1_intermediate_impulse_004,charts\impulses\007_impulse_index_aus200_h1_intermediate_impulse_004.png,charts\impulses\007_impulse_index_aus200_h1_intermediate_impulse_004.png,impulse,AUS200,H1,intermediate,bearish,correction_against_htf,60,plausible_but_needs_review,4,72,useful,useful_for_wave_role,conflict_explains_case,bearish third-wave selloff,0-1-2 placement is visually awkward,yes,medium,possible_rule_candidate,"The major drop into wave 3 is convincing and EWO goes deeply negative, but the first two waves are cramped around the top. Keep for review as a bearish correction against bullish HTF.",promising_but_needs_review,context_contradiction_but_visual_good,7
impulse_index_aus200_h1_major_impulse_002,charts\impulses\010_impulse_index_aus200_h1_major_impulse_002.png,charts\impulses\010_impulse_index_aus200_h1_major_impulse_002.png,impulse,AUS200,H1,major,bearish,correction_against_htf,60,visually_defensible,4,80,useful,useful_for_wave_role,conflict_explains_case,bearish impulse with deep negative EWO,HTF conflict means it should be labelled countertrend,yes,medium,possible_rule_candidate,Good bearish five-wave candidate: sharp wave 3 visible wave 4 rebound and lower wave 5. The oscillator supports bearish momentum but HTF bullish context should prevent treating it as a clean aligned setup.,usable_soft_rule,context_contradiction_but_visual_good,10
partial_123_forex_audjpy_h1_intermediate_partial123_009,charts\partials\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png,charts\partials\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png,partial_123,AUDJPY.r,H1,intermediate,bullish,impulse_with_htf,85,visually_defensible,5,84,useful,useful_for_wave_role,useful,bullish 1-2-3 launch with rising EWO,no major issue,yes,medium,keep_as_good_example,Clean bullish partial: 0-1-2 forms a base near EMAs and 3 starts the breakout leg. EWO turns positive and keeps expanding after the 2 low.,usable_soft_rule,top_positive_methodology_example,13
partial_123_metals_xagusd_h1_intermediate_partial123_003,charts\partials\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png,charts\partials\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png,partial_123,XAGUSD.r,H1,intermediate,bearish,correction_against_htf,60,visually_defensible,5,87,useful,useful_for_wave_role,conflict_explains_case,bearish 1-2-3 crash with strong EWO confirmation,HTF conflict but visually strong,yes,medium,possible_rule_candidate,Very strong bearish partial: 0 top 1 selloff 2 rebound 3 capitulation low. EWO supports the role clearly; use as a counter-HTF but visually high-quality example.,usable_soft_rule,context_contradiction_but_visual_good,14
partial_123_index_aus200_h1_major_partial123_002,charts\partials\023_partial_123_index_aus200_h1_major_partial123_002.png,charts\partials\023_partial_123_index_aus200_h1_major_partial123_002.png,partial_123,AUS200,H1,major,bearish,correction_against_htf,60,visually_defensible,4,76,useful,useful_for_wave_role,conflict_explains_case,bearish_impulse_start_against_bullish_htf,HTF bullish conflict means this is better as reversal/countertrend example than normal aligned impulse,yes,medium,possible_rule_candidate,Bearish 0-1-2-3 is visually strong: lower high at 2 sharp break into 3 EMA rollover begins; conflict label is real and explains risk.,promising_but_needs_review,context_contradiction_but_visual_good,23
partial_123_forex_eurusd_h1_major_partial123_002,charts\partials\024_partial_123_forex_eurusd_h1_major_partial123_002.png,charts\partials\024_partial_123_forex_eurusd_h1_major_partial123_002.png,partial_123,EURUSD.r,H1,major,bearish,impulse_with_htf,85,visually_defensible,5,84,useful,useful_for_wave_role,useful,bearish_impulse_continuation,none material; candidate is one of the cleaner bearish partials,yes,medium,keep_as_good_example,Clean bearish sequence below falling EMA 50/150: 0 high 1 drop 2 lower high 3 lower low; EWO negative/weak around the sell leg supports the role.,usable_soft_rule,top_positive_methodology_example,24
abc_index_aus200_h1_abc_002,charts\abc\034_abc_index_aus200_h1_abc_002.png,charts\abc\034_abc_index_aus200_h1_abc_002.png,abc,AUS200,H1,major,bearish,correction_against_htf,60,plausible_but_needs_review,3,58,partially_useful,useful_for_wave_role,conflict_explains_case,bearish_reversal_leg_after_top,top-side ABC is compressed and could be a bearish 1-2-3 instead,yes,medium,inspect_manually_before_phase_2_5,This is cleaner than most ABCs: a top small retrace and sharp C/down leg are visible; still it may be better classified as bearish impulse start.,promising_but_needs_review,context_contradiction_but_visual_good,34
near_miss_metals_xagusd_h1_intermediate_impulse_003,charts\impulses\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png,charts\impulses\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png,near_miss,XAGUSD.r,H1,intermediate,bearish,correction_against_htf,60,plausible_but_needs_review,3,6,partially_useful,useful_for_wave_role,conflict_explains_case,EWO flips sharply negative into wave 3 and weakens on corrective bounces,bearish count fights bullish HTF and begins after a spike; useful as correction-against-HTF case,yes,medium,keep_as_ambiguous_example,Bearish impulse is visually plausible from the spike high but the initial pivoting is violent and HTF conflict matters.,promising_but_needs_review,context_contradiction_but_visual_good,38
hard_invalid_forex_audjpy_h1_intermediate_impulse_001,charts\invalidations\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png,charts\invalidations\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png,hard_invalid,AUDJPY.r,H1,intermediate,bullish,conflict_with_htf,60,hard_invalid_correct,4,8,partially_useful,useful_for_wave_role,conflict_suspicious,EWO supports the wave 3 high but cannot rescue wave 4 breaking the impulse geometry,wave 4 drops below wave 2 area in bullish labeling; invalidation is visually clear,yes,medium,use_as_negative_example,Strong negative example: attractive bullish peaks exist but the internal overlap makes the count invalid.,usable_soft_rule,conflict_with_htf,46
hard_invalid_forex_audjpy_h1_major_impulse_001,charts\invalidations\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png,charts\invalidations\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png,hard_invalid,AUDJPY.r,H1,major,bullish,conflict_with_htf,60,hard_invalid_correct,4,8,partially_useful,useful_for_wave_role,conflict_suspicious,EWO identifies the real wave 3 strength and later recovery but wave 4 geometry invalidates the count,major bullish count has wave 4 below wave 2 and wave 5 below wave 3,yes,medium,use_as_negative_example,Clear hard invalid: visually tempting bullish structure yet the deep fourth wave breaks the Elliott constraint.,usable_soft_rule,conflict_with_htf,52
hard_invalid_index_aus200_h1_major_impulse_001,charts\invalidations\054_hard_invalid_index_aus200_h1_major_impulse_001.png,charts\invalidations\054_hard_invalid_index_aus200_h1_major_impulse_001.png,hard_invalid,AUS200,H1,major,bullish,conflict_with_htf,45,hard_invalid_correct,4,7,partially_useful,useful_for_momentum_only,conflict_suspicious,EWO gives weak support to the early bullish phase and then deteriorates before breakdown,bullish wave 3 fails to exceed wave 1 and the count occurs inside topping context,yes,medium,use_as_negative_example,Useful hard invalid for major scale: the selected highs form distribution rather than a valid bullish impulse.,promising_but_needs_review,conflict_with_htf,54
