candidate_id,source_scope,symbol,timeframe,swing_degree,review_category,ewo_helpfulness,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,momentum_matches_direction,ewo_policy_label,ewo_soft_support,ewo_score_delta,ewo_warning,ewo_role_reason,ewo_svm_future_feature_candidate,chart_path
abc_exp252_forex_audjpy_h4_major_abc_005,h4_d1,AUDJPY.r,H4,major,abc,unclear,-0.3585999999999956,-0.3212999999999937,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.3213,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\036_abc_exp252_forex_audjpy_h4_major_abc_005.png
near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004,h4_d1,AUDJPY.r,H4,intermediate,near_miss,unclear,0.5584285714285642,-0.0362857142857109,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\037_near_miss_exp252_forex_audjpy_h4_intermediate_impulse_004.png
near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004,h4_d1,XAGUSD.r,H4,intermediate,near_miss,unclear,0.3994428571428585,-0.0581285714285755,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\038_near_miss_exp252_metals_xagusd_h4_intermediate_impulse_004.png
near_miss_exp252_index_aus200_h4_intermediate_impulse_001,h4_d1,AUS200,H4,intermediate,near_miss,unclear,-12.24428571428507,-2.5707142857136205,negative,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\039_near_miss_exp252_index_aus200_h4_intermediate_impulse_001.png
near_miss_exp252_forex_audjpy_h4_minor_impulse_006,h4_d1,AUDJPY.r,H4,minor,near_miss,unclear,0.5584285714285642,-0.0362857142857109,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.03629,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\040_near_miss_exp252_forex_audjpy_h4_minor_impulse_006.png
near_miss_exp252_metals_xagusd_h4_minor_impulse_006,h4_d1,XAGUSD.r,H4,minor,near_miss,unclear,0.3994428571428585,-0.0581285714285755,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.05813,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\041_near_miss_exp252_metals_xagusd_h4_minor_impulse_006.png
near_miss_exp252_index_aus200_h4_minor_impulse_001,h4_d1,AUS200,H4,minor,near_miss,unclear,-12.24428571428507,-2.5707142857136205,negative,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\042_near_miss_exp252_index_aus200_h4_minor_impulse_001.png
near_miss_exp252_forex_audjpy_h4_major_impulse_002,h4_d1,AUDJPY.r,H4,major,near_miss,unclear,0.3113571428571475,-0.0010857142857076,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.001086,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\043_near_miss_exp252_forex_audjpy_h4_major_impulse_002.png
near_miss_exp252_metals_xagusd_h4_major_impulse_006,h4_d1,XAGUSD.r,H4,major,near_miss,unclear,-2.261742857142856,0.7878285714285767,negative,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=0.7878,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\044_near_miss_exp252_metals_xagusd_h4_major_impulse_006.png
near_miss_exp252_index_aus200_h4_major_impulse_001,h4_d1,AUS200,H4,major,near_miss,unclear,-12.24428571428507,-2.5707142857136205,negative,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=negative; end_ewo_slope=-2.571,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\045_near_miss_exp252_index_aus200_h4_major_impulse_001.png
hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001,h4_d1,AUDJPY.r,H4,intermediate,hard_invalid,unclear,0.1689428571428664,-0.0482857142856971,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.04829,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\046_hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001,h4_d1,XAGUSD.r,H4,intermediate,hard_invalid,unclear,1.262599999999999,-0.2395571428571443,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.2396,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\047_hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001.png
hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002,h4_d1,AUS200,H4,intermediate,hard_invalid,unclear,-111.00042857142944,-35.15685714285792,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-35.16,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\048_hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001,h4_d1,AUDJPY.r,H4,minor,hard_invalid,unclear,0.3099428571428575,-0.0908000000000157,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.0908,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\049_hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001,h4_d1,XAGUSD.r,H4,minor,hard_invalid,unclear,0.3328857142857089,-0.0970857142857113,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.09709,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\050_hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001.png
hard_invalid_exp252_index_aus200_h4_minor_impulse_002,h4_d1,AUS200,H4,minor,hard_invalid,unclear,-111.00042857142944,-35.15685714285792,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-35.16,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\051_hard_invalid_exp252_index_aus200_h4_minor_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_major_impulse_001,h4_d1,AUDJPY.r,H4,major,hard_invalid,unclear,-0.1959857142856975,-0.0946428571428441,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.09464,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\052_hard_invalid_exp252_forex_audjpy_h4_major_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_major_impulse_001,h4_d1,XAGUSD.r,H4,major,hard_invalid,unclear,0.2994714285714295,-0.099971428571429,positive,False,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=positive; end_ewo_slope=-0.09997,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\053_hard_invalid_exp252_metals_xagusd_h4_major_impulse_001.png
hard_invalid_exp252_index_aus200_h4_major_impulse_002,h4_d1,AUS200,H4,major,hard_invalid,unclear,-111.00042857142944,-35.15685714285792,negative,True,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-35.16,False,artifacts\wavecount\05_guided_profile\phase2_5_2_h4_d1_expansion_2026-05-24\charts\negatives\054_hard_invalid_exp252_index_aus200_h4_major_impulse_002.png
impulse_aux252b_forex_audjpy_h1_minor_impulse_007,h1_h4,AUDJPY.r,H1,minor,impulse,supports_wave_role,-0.4360714285714238,-0.0617285714285742,negative,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.06173,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\001_impulse_aux252b_forex_audjpy_h1_minor_impulse_007.png
impulse_aux252b_metals_xagusd_h1_minor_impulse_005,h1_h4,XAGUSD.r,H1,minor,impulse,supports_wave_role,2.841314285714276,0.4271714285714125,positive,True,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.4272,True,artifacts\wavecount\05_guided_profile\phase2_5_2b_h1_h4_aux_2026-05-24\charts\h1_h4_near_misses\002_impulse_aux252b_metals_xagusd_h1_minor_impulse_005.png
