source_phase,source_candidate_id,candidate_id,structure_type,review_category,group,symbol,timeframe,swing_degree,direction,timeframe_policy,degree_policy,phase25_allowed_use,final_phase23_decision,manual_visual_status,visual_quality_score,wave5_diagnostic,wave5_endpoint_status,proposed_endpoint_classification,future_more_extreme_found,post_wave5_extension_vs_wave5,partial123_diagnostic,partial123_status,live_state,wave3_too_weak,post_3_invalidates,post_3_confirms,context_review_status,trend_context_label,context_score,ema_usefulness,ewo_usefulness,htf_usefulness,phase25_rule_candidate,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_trend_state,htf_lookahead_safe,abc_contextual_policy,abc_parent_required,abc_parent_status,abc_role_hypothesis,abc_should_enter_phase25_context,context_must_not_rescue_bad_count,reviewed_chart_path,reviewed_context_chart_path,reviewed_chart_path_abc,guided_quality_score,guided_quality_bucket,score_reasons,score_penalties,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,ema_context_label,ema_context_score_delta,htf_ltf_alignment_label,htf_context_score_delta,chart_path,ready_for_phase251_search,phase251_reason,suggested_next_search_mode,matches_guided_impulse_profile,guided_profile_match_score,guided_profile_reasons,guided_profile_failures,guided_profile_critical_failures,near_miss_reason,phase252_candidate_action,phase252_reason
2.4.2_context_quality,abc_forex_audjpy_h4_abc_005,abc_forex_audjpy_h4_abc_005,invalid_or_negative,abc,Forex Majors,AUDJPY.r,H4,intermediate,bullish,primary_h4_d1,intermediate_primary_candidate,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,85.0,misleading,misleading,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,0.572100000000006,0.2291142857143029,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\028_abc_forex_audjpy_h4_abc_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\028_abc_forex_audjpy_h4_abc_005.png,,0,exclude,H4/D1 primary base; intermediate primary degree; HTF context +6: impulse_with_htf; htf_useful_only_if_soft,2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -8: misleading; EWO contradicts or misleads; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_correction_context_not_leg_level,contradicts,EWO available only as end-of-candidate context.; misleading; end_ewo_direction=positive; end_ewo_slope=0.229114; ABC correction lacks leg-level EWO thresholds in 2.5.0.,8,ema_noisy_or_misleading,-8,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\028_abc_forex_audjpy_h4_abc_005.png,no,Excluded by previous audit or guided score.,do_not_search,no,46,primary H4/D1 policy; timeframe=H4; degree=intermediate; HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count; EMA problematic (ema_noisy_or_misleading); EWO not supportive (contradicts),not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_index_aus200_h4_abc_005,abc_index_aus200_h4_abc_005,invalid_or_negative,abc,Index,AUS200,H4,minor,bullish,primary_h4_d1,minor_substructure_only,exclude,exclude_from_phase25_rules,ambiguous,3,not_applicable,,,,,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,partially_useful,partially_useful,partially_useful,do_not_use_as_rule,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,mixed_or_unclear,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\029_abc_index_aus200_h4_abc_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\029_abc_index_aus200_h4_abc_005.png,,0,exclude,H4/D1 primary base; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; ; context explains ambiguity,minor substructure only; 2.3.4 excluded from Phase 2.5; invalid_or_negative structure,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=positive; end_ewo_slope=52.2457; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,ema_partial_or_neutral,2,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\029_abc_index_aus200_h4_abc_005.png,no,Excluded by previous audit or guided score.,do_not_search,no,44,primary H4/D1 policy; timeframe=H4; context does not rescue or mislead; EMA acceptable (ema_partial_or_neutral); HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is minor; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_audjpy_h4_abc_009,abc_forex_audjpy_h4_abc_009,invalid_or_negative,abc,Forex Majors,AUDJPY.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,65.0,misleading,misleading,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,0.7406000000000006,-0.0297571428571359,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\030_abc_forex_audjpy_h4_abc_009.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\030_abc_forex_audjpy_h4_abc_009.png,,0,exclude,H4/D1 primary base; HTF context +6: impulse_with_htf; htf_useful_only_if_soft,minor substructure only; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -8: misleading; EWO contradicts or misleads; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_correction_context_not_leg_level,contradicts,EWO available only as end-of-candidate context.; misleading; end_ewo_direction=positive; end_ewo_slope=-0.0297571; ABC correction lacks leg-level EWO thresholds in 2.5.0.,8,ema_noisy_or_misleading,-8,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\030_abc_forex_audjpy_h4_abc_009.png,no,Excluded by previous audit or guided score.,do_not_search,no,31,primary H4/D1 policy; timeframe=H4; HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is minor; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count; EMA problematic (ema_noisy_or_misleading); EWO not supportive (contradicts),not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_eurjpy_h4_abc_004,abc_forex_eurjpy_h4_abc_004,invalid_or_negative,abc,Forex Majors,EURJPY.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,85.0,noisy,noisy,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,1.7331571428571806,0.4858714285714427,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\031_abc_forex_eurjpy_h4_abc_004.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\031_abc_forex_eurjpy_h4_abc_004.png,,0,exclude,H4/D1 primary base; HTF context +6: impulse_with_htf; htf_useful_only_if_soft,minor substructure only; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -4: noisy; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; noisy; end_ewo_direction=positive; end_ewo_slope=0.485871; ABC correction lacks leg-level EWO thresholds in 2.5.0.,4,ema_noisy_or_misleading,-4,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\031_abc_forex_eurjpy_h4_abc_004.png,no,Excluded by previous audit or guided score.,do_not_search,no,31,primary H4/D1 policy; timeframe=H4; HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is minor; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count; EMA problematic (ema_noisy_or_misleading); EWO not supportive (unclear),not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_eurusd_h4_abc_002,abc_forex_eurusd_h4_abc_002,invalid_or_negative,abc,Forex Majors,EURUSD.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,partially_useful,partially_useful,partially_useful,do_not_use_as_rule,above_band,no_transition,0.0058291428571428,6.328571428526608e-05,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\032_abc_forex_eurusd_h4_abc_002.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\032_abc_forex_eurusd_h4_abc_002.png,,0,exclude,H4/D1 primary base; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; ; context explains ambiguity,minor substructure only; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=positive; end_ewo_slope=6.32857e-05; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,ema_partial_or_neutral,2,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\032_abc_forex_eurusd_h4_abc_002.png,no,Excluded by previous audit or guided score.,do_not_search,no,44,primary H4/D1 policy; timeframe=H4; context does not rescue or mislead; EMA acceptable (ema_partial_or_neutral); HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is minor; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_audjpy_h4_abc_003,abc_forex_audjpy_h4_abc_003,invalid_or_negative,abc,Forex Majors,AUDJPY.r,H4,major,bullish,primary_h4_d1,major_context,exclude,exclude_from_phase25_rules,ambiguous,3,not_applicable,,,,,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,65.0,partially_useful,partially_useful,useful_regime_filter,do_not_use_as_rule,above_band,no_transition,0.7616285714285738,-0.1095428571428414,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\033_abc_forex_audjpy_h4_abc_003.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\033_abc_forex_audjpy_h4_abc_003.png,,0,exclude,H4/D1 primary base; major as context/higher degree; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; context explains ambiguity,2.3.4 excluded from Phase 2.5; invalid_or_negative structure,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=positive; end_ewo_slope=-0.109543; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,ema_partial_or_neutral,2,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\033_abc_forex_audjpy_h4_abc_003.png,no,Excluded by previous audit or guided score.,do_not_search,no,44,primary H4/D1 policy; timeframe=H4; context does not rescue or mislead; EMA acceptable (ema_partial_or_neutral); HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is major; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_audjpy_h4_abc_013,abc_forex_audjpy_h4_abc_013,invalid_or_negative,abc,Forex Majors,AUDJPY.r,H4,major,bullish,primary_h4_d1,major_context,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,85.0,misleading,misleading,misleading_if_hard_filter,do_not_use_as_rule,above_band,no_transition,1.39028571428571,0.4662428571428449,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\034_abc_forex_audjpy_h4_abc_013.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\034_abc_forex_audjpy_h4_abc_013.png,,0,exclude,H4/D1 primary base; major as context/higher degree; HTF context +6: impulse_with_htf; htf_useful_only_if_soft,2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -8: misleading; EWO contradicts or misleads; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_correction_context_not_leg_level,contradicts,EWO available only as end-of-candidate context.; misleading; end_ewo_direction=positive; end_ewo_slope=0.466243; ABC correction lacks leg-level EWO thresholds in 2.5.0.,8,ema_noisy_or_misleading,-8,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\034_abc_forex_audjpy_h4_abc_013.png,no,Excluded by previous audit or guided score.,do_not_search,no,31,primary H4/D1 policy; timeframe=H4; HTF acceptable (impulse_with_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is major; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count; EMA problematic (ema_noisy_or_misleading); EWO not supportive (contradicts),not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_eurjpy_h4_abc_003,abc_forex_eurjpy_h4_abc_003,invalid_or_negative,abc,Forex Majors,EURJPY.r,H4,major,bearish,primary_h4_d1,degree_not_discriminative,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_explains_ambiguity,correction_against_htf,20.0,partially_useful,partially_useful,useful_correction_context,do_not_use_as_rule,inside_band,no_transition,-0.4978428571428424,-0.0564714285714273,negative,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\035_abc_forex_eurjpy_h4_abc_003.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\035_abc_forex_eurjpy_h4_abc_003.png,,0,exclude,H4/D1 primary base; major as context/higher degree; HTF context +4: correction_against_htf; useful_correction_context; context explains ambiguity,degree not discriminative; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -1: partially_useful; inside_ema_band_adds_ambiguity,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=negative; end_ewo_slope=-0.0564714; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,ema_partial_or_neutral,-1,correction_against_htf,4,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\035_abc_forex_eurjpy_h4_abc_003.png,no,Excluded by previous audit or guided score.,do_not_search,no,44,primary H4/D1 policy; timeframe=H4; context does not rescue or mislead; EMA acceptable (ema_partial_or_neutral); HTF acceptable (correction_against_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is major; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,abc_forex_eurusd_h4_abc_003,abc_forex_eurusd_h4_abc_003,invalid_or_negative,abc,Forex Majors,EURUSD.r,H4,major,bearish,primary_h4_d1,degree_not_discriminative,exclude,exclude_from_phase25_rules,not_usable_for_methodology,2,not_applicable,,,,,not_applicable,,,,,,context_explains_ambiguity,correction_against_htf,40.0,partially_useful,partially_useful,useful_correction_context,do_not_use_as_rule,below_band,no_transition,-0.0033714285714283,5.8142857142895465e-05,negative,D1,mixed_or_unclear,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\036_abc_forex_eurusd_h4_abc_003.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\036_abc_forex_eurusd_h4_abc_003.png,,0,exclude,H4/D1 primary base; major as context/higher degree; EMA context +2: partially_useful; HTF context +4: correction_against_htf; useful_correction_context; context explains ambiguity,degree not discriminative; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure,ewo_correction_context_not_leg_level,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=negative; end_ewo_slope=5.81429e-05; ABC correction lacks leg-level EWO thresholds in 2.5.0.,0,ema_partial_or_neutral,2,correction_against_htf,4,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\036_abc_forex_eurusd_h4_abc_003.png,no,Excluded by previous audit or guided score.,do_not_search,no,44,primary H4/D1 policy; timeframe=H4; context does not rescue or mislead; EMA acceptable (ema_partial_or_neutral); HTF acceptable (correction_against_htf); wave5 documented (not_applicable),not impulse (invalid_or_negative); degree is major; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,near_miss_forex_audjpy_h4_intermediate_impulse_002,near_miss_forex_audjpy_h4_intermediate_impulse_002,invalid_or_negative,near_miss,Forex Majors,AUDJPY.r,H4,intermediate,bearish,primary_h4_d1,intermediate_primary_candidate,exclude,exclude_from_phase25_rules,ambiguous,2,truncated_fifth_candidate,truncated_fifth_candidate,truncated_fifth_candidate,False,,not_applicable,,,,,,context_conflicts_but_explains,correction_against_htf,20.0,useful_trend_context,partially_useful,useful_correction_context,do_not_use_as_rule,above_band,no_transition,-0.0210999999999756,-0.0967857142857013,negative,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,,0,exclude,H4/D1 primary base; intermediate primary degree; EMA context +4: useful_trend_context; HTF context +6: conflict_explained; useful_correction_context,2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; wave5 provisional: truncated_fifth_candidate,ewo_contextual_proxy,unclear,EWO available only as end-of-candidate context.; end_ewo_direction=negative; end_ewo_slope=-0.0967857,0,ema_supports_context,4,conflict_explained,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\037_near_miss_forex_audjpy_h4_intermediate_impulse_002.png,no,Excluded by previous audit or guided score.,do_not_search,no,59,primary H4/D1 policy; timeframe=H4; degree=intermediate; context does not rescue or mislead; EMA acceptable (ema_supports_context); HTF acceptable (conflict_explained); wave5 documented (truncated_fifth_candidate),not impulse (invalid_or_negative); allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,near_miss_metals_xagusd_h4_intermediate_impulse_003,near_miss_metals_xagusd_h4_intermediate_impulse_003,invalid_or_negative,near_miss,Metals,XAGUSD.r,H4,intermediate,bullish,primary_h4_d1,intermediate_primary_candidate,exclude,exclude_from_phase25_rules,ambiguous,2,truncated_fifth_candidate,truncated_fifth_candidate,truncated_fifth_candidate,False,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,do_not_use_as_rule,above_band,no_transition,4.659285714285701,2.0740857142856868,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,,0,exclude,H4/D1 primary base; intermediate primary degree; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role,2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; wave5 provisional: truncated_fifth_candidate; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=2.07409,0,ema_supports_context,4,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\038_near_miss_metals_xagusd_h4_intermediate_impulse_003.png,no,Excluded by previous audit or guided score.,do_not_search,no,57,primary H4/D1 policy; timeframe=H4; degree=intermediate; EMA acceptable (ema_supports_context); HTF acceptable (impulse_with_htf); EWO compatible (partially_supports); wave5 documented (truncated_fifth_candidate),not impulse (invalid_or_negative); allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count,not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,near_miss_index_aus200_h4_intermediate_impulse_009,near_miss_index_aus200_h4_intermediate_impulse_009,invalid_or_negative,near_miss,Index,AUS200,H4,intermediate,bullish,primary_h4_d1,degree_not_discriminative,exclude,exclude_from_phase25_rules,ambiguous,2,truncated_fifth_candidate,truncated_fifth_candidate,truncated_fifth_candidate,False,,not_applicable,,,,,,context_should_not_rescue_count,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,do_not_use_as_rule,above_band,no_transition,3.5557142857142026,50.81142857142913,positive,D1,bullish_alignment,True,,,,,,True,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,,0,exclude,H4/D1 primary base; intermediate primary degree; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role,degree not discriminative; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; wave5 provisional: truncated_fifth_candidate; context must not rescue this count; context_must_not_rescue_bad_count; score capped because context must not rescue the count,ewo_contextual_proxy,partially_supports,EWO available only as end-of-candidate context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=50.8114,0,ema_supports_context,4,impulse_with_htf,6,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\039_near_miss_index_aus200_h4_intermediate_impulse_009.png,no,Excluded by previous audit or guided score.,do_not_search,no,57,primary H4/D1 policy; timeframe=H4; degree=intermediate; EMA acceptable (ema_supports_context); HTF acceptable (impulse_with_htf); EWO compatible (partially_supports); wave5 documented (truncated_fifth_candidate),not impulse (invalid_or_negative); allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_should_not_rescue_count,not impulse (invalid_or_negative); context risk=context_should_not_rescue_count; excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
2.4.2_context_quality,near_miss_forex_audjpy_h4_minor_impulse_002,near_miss_forex_audjpy_h4_minor_impulse_002,invalid_or_negative,near_miss,Forex Majors,AUDJPY.r,H4,minor,bearish,primary_h4_d1,degree_too_micro,exclude,exclude_from_phase25_rules,too_micro,2,truncated_fifth_candidate,truncated_fifth_candidate,truncated_fifth_candidate,False,,not_applicable,,,,,,context_conflicts_suspicious,conflict_with_htf,0.0,noisy,noisy,useful_transition_context,do_not_use_as_rule,below_band,no_transition,-0.172700000000006,0.1718571428571351,negative,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,,0,exclude,H4/D1 primary base,minor substructure only; too micro for primary count; 2.3.4 excluded from Phase 2.5; low visual quality 2; invalid_or_negative structure; EMA context -4: noisy; HTF context -16: conflict_suspicious; useful_transition_context; wave5 provisional: truncated_fifth_candidate; context_conflicts_suspicious; score capped because context is misleading/suspicious,ewo_contextual_proxy,unclear,EWO available only as end-of-candidate context.; noisy; end_ewo_direction=negative; end_ewo_slope=0.171857,4,ema_noisy_or_misleading,-4,conflict_suspicious,-16,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h4_minor_impulse_002.png,no,Excluded by previous audit or guided score.,do_not_search,no,26,primary H4/D1 policy; timeframe=H4; wave5 documented (truncated_fifth_candidate),not impulse (invalid_or_negative); degree is minor; allowed_use=exclude; phase23_decision=exclude_from_phase25_rules; score/bucket=0.0/exclude; context risk=context_conflicts_suspicious; EMA problematic (ema_noisy_or_misleading); HTF suspicious (conflict_suspicious); EWO not supportive (unclear),not impulse (invalid_or_negative); excluded by Phase 2.5.0,,use_as_negative_example,Excluded or negative candidate confirms the profile should not rescue bad counts.
