source_phase,source_candidate_id,candidate_id,structure_type,review_category,group,symbol,timeframe,swing_degree,direction,timeframe_policy,degree_policy,phase25_allowed_use,final_phase23_decision,manual_visual_status,visual_quality_score,wave5_diagnostic,wave5_endpoint_status,proposed_endpoint_classification,future_more_extreme_found,post_wave5_extension_vs_wave5,partial123_diagnostic,partial123_status,live_state,wave3_too_weak,post_3_invalidates,post_3_confirms,context_review_status,trend_context_label,context_score,ema_usefulness,ewo_usefulness,htf_usefulness,phase25_rule_candidate,end_ltf_price_vs_ema_band,end_ltf_transition_state,end_ltf_ewo_5_35,end_ltf_ewo_5_35_slope,end_ltf_ewo_5_35_direction,htf_timeframe,htf_trend_state,htf_lookahead_safe,abc_contextual_policy,abc_parent_required,abc_parent_status,abc_role_hypothesis,abc_should_enter_phase25_context,context_must_not_rescue_bad_count,reviewed_chart_path,reviewed_context_chart_path,reviewed_chart_path_abc,guided_quality_score,guided_quality_bucket,score_reasons,score_penalties,ewo_wave_role_label,ewo_role_support,ewo_role_reasons,ewo_role_penalty,ema_context_label,ema_context_score_delta,htf_ltf_alignment_label,htf_context_score_delta,ready_for_phase251_search,phase251_reason,suggested_next_search_mode,chart_path
2.4.2_context_quality,impulse_metals_xpdusd_h4_major_impulse_001,impulse_metals_xpdusd_h4_major_impulse_001,impulse,impulse,Metals,XPDUSD,H4,major,bullish,primary_h4_d1,degree_too_micro,soft_context,keep_as_ambiguous_example,plausible_but_needs_review,3,endpoint_uncertain,premature_wave5_completion,premature_wave5_completion,True,0.6597019867549669,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,ewo_wave3_momentum_support,above_band,no_transition,79.59557142857147,58.90599999999995,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\010_impulse_metals_xpdusd_h4_major_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\010_impulse_metals_xpdusd_h4_major_impulse_001.png,,84,high_quality_context,H4/D1 primary base; major as context/higher degree; 2.3.4 ambiguous but useful; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,too micro for primary count; wave5 provisional: endpoint_uncertain,ewo_wave3_momentum_support,supports_wave_role,Existing 2.4.2 audit marked EWO as wave-3 momentum support.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=58.906,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\010_impulse_metals_xpdusd_h4_major_impulse_001.png
2.4.2_context_quality,impulse_index_hk50_h4_minor_impulse_012,impulse_index_hk50_h4_minor_impulse_012,impulse,impulse,Index,HK50,H4,minor,bullish,primary_h4_d1,minor_substructure_only,soft_context,keep_as_ambiguous_example,plausible_but_needs_review,3,clean_or_acceptable,premature_wave5_completion,premature_wave5_completion,True,0.687096142549442,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,65.0,partially_useful,useful_for_momentum_phase,useful_regime_filter,ema_transition_support,above_band,no_transition,347.6657142857148,-13.307142857145664,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\003_impulse_index_hk50_h4_minor_impulse_012.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\003_impulse_index_hk50_h4_minor_impulse_012.png,,82,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; impulse candidate; EMA context +2: partially_useful; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; wave5 clean/acceptable; context explains ambiguity,minor substructure only,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=-13.3071",0,ema_partial_or_neutral,2,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\003_impulse_index_hk50_h4_minor_impulse_012.png
2.4.2_context_quality,partial_123_index_aus200_h4_minor_partial123_005,partial_123_index_aus200_h4_minor_partial123_005,partial_123,partial_123,Index,AUS200,H4,minor,bullish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,visually_defensible,4,not_applicable,,,,,partial_123_provisional,partial_123_provisional,partial_123_provisional,False,False,False,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,121.56428571428478,52.24571428571289,positive,D1,mixed_or_unclear,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png,,82,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; partial 1-2-3 provisional; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=52.2457,0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\019_partial_123_index_aus200_h4_minor_partial123_005.png
2.4.2_context_quality,partial_123_forex_audjpy_h4_minor_partial123_005,partial_123_forex_audjpy_h4_minor_partial123_005,partial_123,partial_123,Forex Majors,AUDJPY.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,plausible_but_needs_review,3,not_applicable,,,,,valid_partial_123,valid_partial_123,partial_123_provisional,False,False,True,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,1.0302571428571383,0.4383142857142843,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png,,81,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; partial 1-2-3 visually valid; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional,ewo_partial123_momentum_context,partially_supports,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.438314,0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\020_partial_123_forex_audjpy_h4_minor_partial123_005.png
2.4.2_context_quality,impulse_forex_audjpy_h4_minor_impulse_005,impulse_forex_audjpy_h4_minor_impulse_005,impulse,impulse,Forex Majors,AUDJPY.r,H4,minor,bullish,primary_h4_d1,degree_too_micro,soft_context,keep_as_ambiguous_example,too_micro,3,clean_or_acceptable,premature_wave5_completion,premature_wave5_completion,True,0.6852976913730398,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,65.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.9039857142857102,-0.0694142857142736,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\001_impulse_forex_audjpy_h4_minor_impulse_005.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\001_impulse_forex_audjpy_h4_minor_impulse_005.png,,76,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; wave5 clean/acceptable; context explains ambiguity,minor substructure only; too micro for primary count,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=-0.0694143",0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\001_impulse_forex_audjpy_h4_minor_impulse_005.png
2.4.2_context_quality,impulse_metals_xagusd_h4_minor_impulse_001,impulse_metals_xagusd_h4_minor_impulse_001,impulse,impulse,Metals,XAGUSD.r,H4,minor,bullish,primary_h4_d1,degree_too_micro,soft_context,keep_as_ambiguous_example,too_micro,3,clean_or_acceptable,premature_wave5_completion,premature_wave5_completion,True,2.4445416757821072,not_applicable,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_momentum_phase,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,3.563414285714288,0.4705285714285878,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\002_impulse_metals_xagusd_h4_minor_impulse_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\002_impulse_metals_xagusd_h4_minor_impulse_001.png,,76,high_quality_context,H4/D1 primary base; 2.3.4 ambiguous but useful; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO partially supports role; wave5 clean/acceptable; context explains ambiguity,minor substructure only; too micro for primary count,ewo_impulse_momentum_context,partially_supports,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_momentum_phase; end_ewo_direction=positive; end_ewo_slope=0.470529",0,ema_supports_context,4,impulse_with_htf,6,no,No clear Phase 2.5.1 search use.,do_not_search,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\h4_d1_reviewed\002_impulse_metals_xagusd_h4_minor_impulse_001.png
2.4.4_contextual_corrections,abc_forex_audjpy_h4_major_abc_003,abc_forex_audjpy_h4_major_abc_003,abc_correction,abc,,AUDJPY.r,H4,major,bullish,primary_h4_d1,major_context,manual_review_only,keep_as_ambiguous_example,,3,,,,,,,,,,,,,impulse_with_htf,65.0,,,,,,,,,,D1,bullish_alignment,yes,manual_contextual_review_only,yes,direct_parent_candidate,possible_wave4_correction,no,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png,76,high_quality_context,H4/D1 primary base; major as context/higher degree; 2.3.4 ambiguous but useful; HTF context +6: impulse_with_htf; ,ABC requires contextual parent; ABC manual review only,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png
2.4.2_context_quality,partial_123_metals_xagusd_h4_minor_partial123_001,partial_123_metals_xagusd_h4_minor_partial123_001,partial_123,partial_123,Metals,XAGUSD.r,H4,minor,bullish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,visually_defensible,4,not_applicable,,,,,partial_123_too_lax,partial_123_too_lax,ambiguous_partial,True,False,True,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,2.410171428571431,1.1669857142857154,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\018_partial_123_metals_xagusd_h4_minor_partial123_001.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\018_partial_123_metals_xagusd_h4_minor_partial123_001.png,,72,usable_but_provisional,H4/D1 primary base; 2.3.4 ambiguous but useful; visual quality 4; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,minor substructure only; partial 1-2-3 remains provisional; partial_123_too_lax,ewo_partial123_momentum_context,supports_wave_role,Partial 1-2-3 uses EWO only as provisional momentum context.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=1.16699,0,ema_supports_context,4,impulse_with_htf,6,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\best_context_examples\018_partial_123_metals_xagusd_h4_minor_partial123_001.png
2.4.4_contextual_corrections,abc_index_aus200_h4_intermediate_abc_006,abc_index_aus200_h4_intermediate_abc_006,abc_correction,abc,,AUS200,H4,intermediate,bearish,primary_h4_d1,intermediate_primary_candidate,manual_review_only,keep_as_ambiguous_example,,3,,,,,,,,,,,,,conflict_with_htf,0.0,,,,,,,,,,D1,bullish_alignment,yes,manual_contextual_review_only,yes,direct_parent_candidate,possible_wave4_correction,no,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png,67,usable_but_provisional,H4/D1 primary base; intermediate primary degree; 2.3.4 ambiguous but useful,ABC requires contextual parent; HTF context -8: conflict_suspicious; ; ABC manual review only,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,conflict_suspicious,-8,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png
2.4.4_contextual_corrections,abc_index_aus200_h4_major_abc_006,abc_index_aus200_h4_major_abc_006,abc_correction,abc,,AUS200,H4,major,bearish,primary_h4_d1,major_context,manual_review_only,keep_as_ambiguous_example,,3,,,,,,,,,,,,,conflict_with_htf,0.0,,,,,,,,,,D1,bullish_alignment,yes,manual_contextual_review_only,yes,direct_parent_candidate,possible_wave4_correction,no,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png,62,usable_but_provisional,H4/D1 primary base; major as context/higher degree; 2.3.4 ambiguous but useful,ABC requires contextual parent; HTF context -8: conflict_suspicious; ; ABC manual review only,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,conflict_suspicious,-8,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png
2.4.4_contextual_corrections,abc_forex_audjpy_h4_minor_abc_002,abc_forex_audjpy_h4_minor_abc_002,abc_correction,abc,,AUDJPY.r,H4,minor,bearish,primary_h4_d1,minor_substructure_only,manual_review_only,keep_as_ambiguous_example,,3,,,,,,,,,,,,,correction_against_htf,35.0,,,,,,,,,,D1,bullish_alignment,yes,manual_contextual_review_only,yes,htf_regime_context_only,standalone_countertrend_correction,no,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png,61,usable_but_provisional,H4/D1 primary base; 2.3.4 ambiguous but useful; HTF context +4: correction_against_htf; ,minor substructure only; ABC requires contextual parent; ABC manual review only,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,correction_against_htf,4,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png
2.4.2_context_quality,impulse_index_aus200_h4_intermediate_impulse_015,impulse_index_aus200_h4_intermediate_impulse_015,impulse,impulse,Index,AUS200,H4,intermediate,bullish,primary_h4_d1,intermediate_primary_candidate,candidate_structure,keep_as_good_example,excellent_example,5,clean_or_acceptable,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,not_applicable,,,,,,context_misleading,impulse_with_htf,65.0,partially_useful,useful_for_divergence_or_wave5_loss,partially_useful,ewo_wave5_divergence_warning,above_band,no_transition,84.66285714285732,-2.0942857142854336,positive,D1,bullish_alignment,True,,,,,,False,artifacts\wavecount\phase2_3_4_h4_d1_visual_closure_2026-05-23\charts\reviewed\007_impulse_index_aus200_h4_intermediate_impulse_015.png,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\007_impulse_index_aus200_h4_intermediate_impulse_015.png,,60,usable_but_provisional,H4/D1 primary base; intermediate primary degree; 2.3.4 keep_as_good_example; visual quality 5; impulse candidate; EMA context +2: partially_useful; EWO partially supports role; wave5 clean/acceptable,HTF context -4: conflict_suspicious; ; context_misleading; score capped because context is misleading/suspicious,ewo_wave5_divergence_warning,partially_supports,Existing 2.4.2 audit marked possible wave-5 momentum warning.; end_ewo_direction=positive; end_ewo_slope=-2.09429,0,ema_partial_or_neutral,2,conflict_suspicious,-4,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\007_impulse_index_aus200_h4_intermediate_impulse_015.png
2.4.2_context_quality,impulse_forex_audjpy_h1_intermediate_impulse_009,impulse_forex_audjpy_h1_intermediate_impulse_009,impulse,impulse,Forex Majors,AUDJPY.r,H1,intermediate,bullish,auxiliary_h1_h4,,manual_review_only,,,4,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\005_impulse_forex_audjpy_h1_intermediate_impulse_009.png,,100,high_quality_context,H1/H4 auxiliary; intermediate primary degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\005_impulse_forex_audjpy_h1_intermediate_impulse_009.png
2.4.2_context_quality,impulse_metals_xauusd_h1_intermediate_impulse_013,impulse_metals_xauusd_h1_intermediate_impulse_013,impulse,impulse,Metals,XAUUSD.r,H1,intermediate,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-71.63942857142865,-7.734142857142615,negative,H4,mixed_or_unclear,True,,,,,,False,,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\006_impulse_metals_xauusd_h1_intermediate_impulse_013.png,,92,high_quality_context,H1/H4 auxiliary; intermediate primary degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO supports wave role; context explains ambiguity,,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-7.73414",0,ema_supports_context,4,correction_against_htf,4,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\006_impulse_metals_xauusd_h1_intermediate_impulse_013.png
2.4.2_context_quality,impulse_metals_xagusd_h1_major_impulse_009,impulse_metals_xagusd_h1_major_impulse_009,impulse,impulse,Metals,XAGUSD.r,H1,major,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_explains_ambiguity,impulse_with_htf,85.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,below_band,no_transition,-2.5704142857142784,-0.4056142857142788,negative,H4,bearish_alignment,True,,,,,,False,,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png,,89,high_quality_context,H1/H4 auxiliary; major as context/higher degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context explains ambiguity,,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-0.405614",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\009_impulse_metals_xagusd_h1_major_impulse_009.png
2.4.2_context_quality,impulse_forex_audjpy_h1_minor_impulse_015,impulse_forex_audjpy_h1_minor_impulse_015,impulse,impulse,Forex Majors,AUDJPY.r,H1,minor,bullish,auxiliary_h1_h4,,manual_review_only,,,5,,clean_or_unresolved_wave5_endpoint,candidate_impulse_provisional,False,,,,,,,,context_confirms_good_count,impulse_with_htf,65.0,useful_trend_context,useful_for_wave_role,useful_regime_filter,htf_alignment_soft_filter,above_band,no_transition,0.7761857142856883,-0.0133857142857323,positive,H4,bullish_alignment,True,,,,,,False,,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\004_impulse_forex_audjpy_h1_minor_impulse_015.png,,87,high_quality_context,H1/H4 auxiliary; visual quality 5; impulse candidate; EMA context +4: useful_trend_context; HTF context +6: impulse_with_htf; useful_regime_filter; EWO supports wave role; context confirms good count,minor substructure only,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=positive; end_ewo_slope=-0.0133857",0,ema_supports_context,4,impulse_with_htf,6,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\004_impulse_forex_audjpy_h1_minor_impulse_015.png
2.4.2_context_quality,impulse_index_aus200_h1_intermediate_impulse_004,impulse_index_aus200_h1_intermediate_impulse_004,impulse,impulse,Index,AUS200,H1,intermediate,bearish,auxiliary_h1_h4,,manual_review_only,,,4,,premature_wave5_completion,premature_wave5_completion,True,1.272922944468367,,,,,,,context_explains_ambiguity,correction_against_htf,60.0,useful_trend_context,useful_for_wave_role,useful_transition_context,htf_alignment_soft_filter,below_band,no_transition,-106.70428571428602,-49.2814285714303,negative,H4,mixed_or_unclear,True,,,,,,False,,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\007_impulse_index_aus200_h1_intermediate_impulse_004.png,,87,high_quality_context,H1/H4 auxiliary; intermediate primary degree; visual quality 4; impulse candidate; EMA context +4: useful_trend_context; HTF context +4: correction_against_htf; useful_transition_context; EWO supports wave role; context explains ambiguity,wave5 provisional: premature_wave5_completion,ewo_impulse_momentum_context,supports_wave_role,"Impulse has EWO context, but current artifacts do not expose per-leg thresholds.; useful_for_wave_role; end_ewo_direction=negative; end_ewo_slope=-49.2814",0,ema_supports_context,4,correction_against_htf,4,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\007_impulse_index_aus200_h1_intermediate_impulse_004.png
2.4.4_contextual_corrections,abc_metals_xagusd_h1_intermediate_abc_003,abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,abc,,XAGUSD.r,H1,intermediate,bearish,auxiliary_h1_h4,intermediate_primary_candidate,soft_context,keep_as_ambiguous_example,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,usable_contextual_correction,yes,direct_parent_candidate,possible_wave4_correction,yes,False,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png,86,high_quality_context,H1/H4 auxiliary; intermediate primary degree; 2.3.4 ambiguous but useful; visual quality 4; ABC has contextual parent/regime,ABC requires contextual parent,ewo_role_context_unavailable,not_available,No leg-level EWO information available in current artifacts.,0,ema_unclear,0,unclear,0,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
