candidate_id,resolved_market_group,source_scope,symbol,timeframe,swing_degree,review_category,phase256_policy_bucket,phase259_candidate_bucket,phase259_bucket_change_vs_256,phase256_score,phase259_candidate_score,phase259_score_delta_vs_256,phase259_prominence_diagnostic,percentile_scope_used,robust_prominence_percentile,phase259_policy_reason,phase259_policy_warning,chart_path
partial_123_exp257_forex_majors_audcadr_h4_minor_partial123_005,Forex Majors,h4_d1,AUDCAD.r,H4,minor,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
partial_123_exp257_forex_majors_audcadr_h4_major_partial123_006,Forex Majors,h4_d1,AUDCAD.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
partial_123_exp257_metals_xageurr_h4_major_partial123_002,Metals,h4_d1,XAGEUR.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\partials\022_partial_123_exp257_metals_xageurr_h4_major_partial123_002.png
partial_123_exp257_index_aus200_h4_major_partial123_002,Index,h4_d1,AUS200,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\partials\023_partial_123_exp257_index_aus200_h4_major_partial123_002.png
partial_123_exp257_forex_majors_audcadr_h4_major_partial123_008,Forex Majors,h4_d1,AUDCAD.r,H4,major,partial_123,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
abc_exp257_forex_majors_audcadr_h4_intermediate_abc_004,Forex Majors,h4_d1,AUDCAD.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4375,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\025_abc_exp257_forex_majors_audcadr_h4_intermediate_abc_004.png
abc_exp257_metals_xageurr_h4_intermediate_abc_002,Metals,h4_d1,XAGEUR.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.6,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\026_abc_exp257_metals_xageurr_h4_intermediate_abc_002.png
abc_exp257_index_aus200_h4_intermediate_abc_002,Index,h4_d1,AUS200,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\027_abc_exp257_index_aus200_h4_intermediate_abc_002.png
abc_exp257_forex_majors_audcadr_h4_intermediate_abc_010,Forex Majors,h4_d1,AUDCAD.r,H4,intermediate,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.125,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\028_abc_exp257_forex_majors_audcadr_h4_intermediate_abc_010.png
abc_exp257_forex_majors_audcadr_h4_minor_abc_002,Forex Majors,h4_d1,AUDCAD.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\029_abc_exp257_forex_majors_audcadr_h4_minor_abc_002.png
abc_exp257_metals_xageurr_h4_minor_abc_002,Metals,h4_d1,XAGEUR.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.7,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\030_abc_exp257_metals_xageurr_h4_minor_abc_002.png
abc_exp257_index_aus200_h4_minor_abc_002,Index,h4_d1,AUS200,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\031_abc_exp257_index_aus200_h4_minor_abc_002.png
abc_exp257_forex_majors_audcadr_h4_minor_abc_005,Forex Majors,h4_d1,AUDCAD.r,H4,minor,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\032_abc_exp257_forex_majors_audcadr_h4_minor_abc_005.png
abc_exp257_forex_majors_audcadr_h4_major_abc_006,Forex Majors,h4_d1,AUDCAD.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.1875,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\033_abc_exp257_forex_majors_audcadr_h4_major_abc_006.png
abc_exp257_metals_xageurr_h4_major_abc_002,Metals,h4_d1,XAGEUR.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\034_abc_exp257_metals_xageurr_h4_major_abc_002.png
abc_exp257_index_aus200_h4_major_abc_002,Index,h4_d1,AUS200,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\035_abc_exp257_index_aus200_h4_major_abc_002.png
abc_exp257_forex_majors_audcadr_h4_major_abc_008,Forex Majors,h4_d1,AUDCAD.r,H4,major,abc,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\abc\036_abc_exp257_forex_majors_audcadr_h4_major_abc_008.png
near_miss_exp257_forex_majors_audcadr_h4_intermediate_impulse_010,Forex Majors,h4_d1,AUDCAD.r,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.75,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,
near_miss_exp257_metals_xageurr_h4_intermediate_impulse_002,Metals,h4_d1,XAGEUR.r,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.6,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6. Metals improvement remains diagnostic/watchlist until manual confirmation.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\038_near_miss_exp257_metals_xageurr_h4_intermediate_impulse_002.png
near_miss_exp257_index_aus200_h4_intermediate_impulse_002,Index,h4_d1,AUS200,H4,intermediate,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.8,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\039_near_miss_exp257_index_aus200_h4_intermediate_impulse_002.png
near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002,Forex Majors,h4_d1,AUDCAD.r,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.5625,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\040_near_miss_exp257_forex_majors_audcadr_h4_minor_impulse_002.png
near_miss_exp257_metals_xageurr_h4_minor_impulse_002,Metals,h4_d1,XAGEUR.r,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.7,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6. Metals improvement remains diagnostic/watchlist until manual confirmation.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\041_near_miss_exp257_metals_xageurr_h4_minor_impulse_002.png
near_miss_exp257_index_aus200_h4_minor_impulse_002,Index,h4_d1,AUS200,H4,minor,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.5,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\042_near_miss_exp257_index_aus200_h4_minor_impulse_002.png
near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006,Forex Majors,h4_d1,AUDCAD.r,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.75,Robust prominence confirms existing scale; no automatic bucket upgrade is required.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\043_near_miss_exp257_forex_majors_audcadr_h4_major_impulse_006.png
near_miss_exp257_metals_xageurr_h4_major_impulse_002,Metals,h4_d1,XAGEUR.r,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,8.0,8.0,window_distorted_low_prominence,symbol_timeframe_degree,0.4,"Prominence improves, but exclusion is retained because structure/context is not safe to rescue.",2.5.9 is a candidate policy only; it does not replace 2.5.6. Metals improvement remains diagnostic/watchlist until manual confirmation.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\044_near_miss_exp257_metals_xageurr_h4_major_impulse_002.png
near_miss_exp257_index_aus200_h4_major_impulse_002,Index,h4_d1,AUS200,H4,major,near_miss,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,3.0,3.0,robust_prominence_confirmed,symbol_timeframe_degree,0.4,Robust prominence confirms existing scale; no automatic bucket upgrade is required.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\045_near_miss_exp257_index_aus200_h4_major_impulse_002.png
hard_invalid_exp257_forex_majors_audcadr_h4_intermediate_impulse_001,Forex Majors,h4_d1,AUDCAD.r,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,6.0,6.0,0.0,not_applicable,symbol_timeframe_degree,0.875,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
hard_invalid_exp257_metals_xageurr_h4_intermediate_impulse_001,Metals,h4_d1,XAGEUR.r,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,1.0,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
hard_invalid_exp257_index_aus200_h4_intermediate_impulse_001,Index,h4_d1,AUS200,H4,intermediate,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.4,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
hard_invalid_exp257_forex_majors_audcadr_h4_minor_impulse_001,Forex Majors,h4_d1,AUDCAD.r,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5625,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001,Metals,h4_d1,XAGEUR.r,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.7,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\050_hard_invalid_exp257_metals_xageurr_h4_minor_impulse_001.png
hard_invalid_exp257_index_aus200_h4_minor_impulse_001,Index,h4_d1,AUS200,H4,minor,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.5,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\051_hard_invalid_exp257_index_aus200_h4_minor_impulse_001.png
hard_invalid_exp257_forex_majors_audcadr_h4_major_impulse_001,Forex Majors,h4_d1,AUDCAD.r,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.375,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,
hard_invalid_exp257_metals_xageurr_h4_major_impulse_001,Metals,h4_d1,XAGEUR.r,H4,major,hard_invalid,exclude_from_guided_search,candidate_exclude_from_guided_search,unchanged,0.0,0.0,0.0,not_applicable,symbol_timeframe_degree,0.8,Candidate policy keeps 2.5.6-compatible baseline bucket.,2.5.9 is a candidate policy only; it does not replace 2.5.6.,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\invalidations\053_hard_invalid_exp257_metals_xageurr_h4_major_impulse_001.png
